rank,rating_numeric,num_played,player_id,summoner_region,riot_id,puuid,rating,live.encryption_key,live.game_start_time,live.match_id,live.player_id,live.type,stats.RecentResult.ItemData.AD,stats.RecentResult.ItemData.AP,stats.RecentResult.ItemData.Tank,stats.RecentResult.avg_similarity,stats.RecentResult.board_strength_percentile_sum,stats.RecentResult.damage_percentile_sum,stats.RecentResult.lpChange,stats.RecentResult.num_played,stats.RecentResult.percentile_count,stats.RecentResult.place_sum,stats.RecentResult.topCarries,stats.RecentResult.wins,stats.appMatches,stats.currentPatchResult.ItemData.AD,stats.currentPatchResult.ItemData.AP,stats.currentPatchResult.ItemData.Tank,stats.currentPatchResult.avg_similarity,stats.currentPatchResult.board_strength_percentile_sum,stats.currentPatchResult.damage_percentile_sum,stats.currentPatchResult.lpChange,stats.currentPatchResult.num_played,stats.currentPatchResult.percentile_count,stats.currentPatchResult.place_sum,stats.currentPatchResult.topCarries,stats.currentPatchResult.wins,stats.num_played,stats.place_sum,stats.wins
633,3971,647,4073636,kr,rush9#KR3,oiejtC3YqnLuH6QSjE_B3Dp9A1597p-z9AdJhFGresIuJ8KSOIAPqXH6gayeN5xgY82CXk56KPbYSw,CHALLENGER I 1171 LP,,,,,,85,47,97,0.1638,882,736,77,20,20,79,"[{""character_id"": ""TFT15_Sett"", ""count"": 9, ""avg"": 4}, {""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 2.7}]",2,False,24,14,29,0.1739,289,227,-32,6,6,26,[],1,647,2732,102
634,3971,465,1014557,jp1,インターネット#kirby,02g6tB15OVd6nLffEDz6zcKRBsfzPA45GImV0UOxPi-Wnzup_fXrjlmYrKb8ChuSFzQI6WMbGt_3Xw,CHALLENGER I 1171 LP,,,,,,53,75,125,0.2703,768,968,42,20,20,76,[],2,True,,,,,,,,,,,,,465,1818,65
635,3971,369,3979254,la1,Autumn moon#moon,IqmY4EDdCSHSVewjCwGurAL1KuToi-3Se_qV5kLH223c2KTVT61RZ5x1Ol5kq-1X_-yO3viGmHti8g,CHALLENGER I 1171 LP,,,,,,110,67,121,0.1937,952,952,279,20,20,57,"[{""character_id"": ""TFT15_Braum"", ""count"": 8, ""avg"": 3.1}]",6,False,,,,,,,,,,,,,369,1449,80
636,3971,550,214532771,vn2,Clannad#NEU60,fEv9W44msc6OVXn8T6N2iUc5M1qKWrNkGtdG6unEcVSi4XSvqw2RFpNw54f7x-mus3rGzTbmBCT7hQ,CHALLENGER I 1171 LP,,,,,,54,84,98,0.2026,882,607,320,20,20,67,"[{""character_id"": ""TFT15_Yuumi"", ""count"": 8, ""avg"": 2.25}]",3,True,,,,,,,,,,,,,549,2335,61
637,3971,195,138431505,vn2,tquynhdat#4237,_S67EHw6S0FvBDtyS_StleI-6K2HnkU_cYXqHDu0E2grsY6N81ndu_6xEKXXbRGhldLuszgJ_RM__A,CHALLENGER I 1171 LP,,,,,,90,76,106,0.3039,1302,1163,-121,20,20,91,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 11, ""avg"": 3.923076923076923}, {""character_id"": ""TFT15_Braum"", ""count"": 10, ""avg"": 3.3333333333333335}]",2,False,12,17,13,0.2963,268,194,-21,4,4,18,"[{""character_id"": ""TFT15_Braum"", ""count"": 2, ""avg"": 4}, {""character_id"": ""TFT15_Seraphine"", ""count"": 2, ""avg"": 3.5}]",0,195,696,48
638,3971,658,4615557,na1,Kurumx#FREAK,kjfyJkrwR42jFFMShtsiGHnkXj6YofOu23t6x5kDcGp_7P7QgshGACy4unyhtE6k7N2jdPkI20MGmg,CHALLENGER I 1171 LP,,,,,,99,48,93,0.2482,1117,1072,-84,20,20,84,[],4,True,,,,,,,,,,,,,658,2682,98
639,3970,583,138184615,vn2,Em Bi Là Tôi#2208,heM_VD8DbSM_nd_3yv_CL53aIfYqgDXnMD-lpdSgFen2BzDyKqlTQghGu3T4mT1NMXAyjJKLuKnP6Q,CHALLENGER I 1170 LP,,,,,,84,52,93,0.2605,982,954,-73,20,20,90,[],2,False,,,,,,,,,,,,,583,2490,85
640,3970,950,308164816,vn2,Quân Hay Nói#0310,y9oi533doc26XPPxH3yjhlkIwDoiAG2pNRdJEvMOtqUKH5sGkpjWGkQdT29S-_k0Qu-Ath6UdX7e-Q,GRANDMASTER I 1170 LP,,,,,,82,82,102,0.2076,1297,1117,-16,20,20,85,[],2,True,28,30,46,0.3046,483,375,67,7,7,26,"[{""character_id"": ""TFT15_Ashe"", ""count"": 4, ""avg"": 3.75}, {""character_id"": ""TFT15_Swain"", ""count"": 3, ""avg"": 3.75}]",1,950,4093,136
641,3970,1377,302153,kr,Shako day#KR1,47pjM-V7P32MBsmr2UzAQ0ozqRAKBWWkZhcGhhMS3BhCstk40uPX4wqI6xpAH09AbmmwX7iwM3xQaA,CHALLENGER I 1170 LP,,,,,,97,64,115,0.3133,1199,1133,224,20,20,72,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 11, ""avg"": 2.9166666666666665}, {""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 3.066666666666667}]",7,False,14,16,23,0.1778,236,337,55,4,4,14,"[{""character_id"": ""TFT15_Leona"", ""count"": 2, ""avg"": 3.5}, {""character_id"": ""TFT15_Yuumi"", ""count"": 2, ""avg"": 2.6666666666666665}]",2,1377,6051,178
642,3969,1029,216838847,kr,귤 임#귤 임,cfr9_lzy5X5-gMlkzCxrbOcqL5hXM43vhrP0SBguHePROR6ZGtb0ufCwu07-cqC91yFoItbTani3XQ,CHALLENGER I 1169 LP,,,,,,85,55,106,0.1289,1181,919,167,20,20,77,[],5,True,38,27,29,0.1403,545,525,123,9,9,31,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 4, ""avg"": 3.6}]",3,1029,4366,140
643,3969,1109,565541189,kr,Grit In TFT#Rank1,8MK6a7HVrGiOmnse0mAo9TGu8_5dk66gIeJDF_atMBRjfbGbpjn1U0KBBd9hjwdESl0AspX0F55M7A,CHALLENGER I 1169 LP,,,,,,86,54,93,0.3052,1147,814,192,20,20,76,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 3.4545454545454546}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 8, ""avg"": 3.1}]",3,False,33,30,36,0.2998,408,313,208,8,8,21,[],2,1109,4817,156
644,3969,701,1447878,na1,KocLV#FREE,bdUj-wQYjhPVRrXoo2WMmhpUMYumT5ELNLD8NPmSpJf6T9O0hWHFpWZW1u9BrBpRK9RddGJsQKEfhQ,CHALLENGER I 1169 LP,,,,,,105,60,90,0.2534,927,960,99,20,20,73,"[{""character_id"": ""TFT15_Braum"", ""count"": 9, ""avg"": 3.25}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.8181818181818183}]",5,False,,,,,,,,,,,,,701,2985,99
645,3969,793,239650344,vn2,Suzy1#VND,k7YDoe6dSXPlCxHwHDpANVIsWNHs_8M1V5nEo2dhOEjXpEguAii-O3If9KRhxMKiDTQtzjEV0wLh5w,CHALLENGER I 1169 LP,,,,,,95,56,84,0.1803,1351,979,98,20,20,76,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 2.6363636363636362}]",6,False,30,21,36,0.2338,401,288,-119,7,7,37,"[{""character_id"": ""TFT15_Sett"", ""count"": 3, ""avg"": 5.6}, {""character_id"": ""TFT15_LeeSin"", ""count"": 3, ""avg"": 6.333333333333333}]",0,793,3381,114
646,3969,1091,4646755,kr,뿜뿜이1#TFT,ZxsNfLRg-7_lcpLygh4ZyqJ6EYAcfjI0KF1LT7-4uRhuVGV_jwKXWh9XxHH-3uNzo_b4FQeMFZSpqw,CHALLENGER I 1169 LP,,,,,,86,48,98,0.2596,1401,1391,243,20,20,70,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 2.1666666666666665}, {""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 2.272727272727273}]",8,True,18,3,15,0.4,203,227,112,3,3,4,"[{""character_id"": ""TFT15_KSante"", ""count"": 2, ""avg"": 1.5}, {""character_id"": ""TFT15_Braum"", ""count"": 2, ""avg"": 1.2}]",2,1091,4571,169
647,3968,827,4602080,na1,Bwetro#TOG,RM6udGTTwJPivy3qfDe_T8kCeI-IiIjqa_f8-zA60iGuZ2RE1o9NiYtf-xFNmi8s6JyYuTZ0X6L_ag,CHALLENGER I 1168 LP,,,,,,84,70,108,0.2919,755,899,154,20,20,69,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 3.3333333333333335}]",5,True,,,,,,,,,,,,,827,3508,123
648,3966,500,309926869,kr,angel2me#TFT,ymnrt4TJ4rgoN_TB1sZpRGpe5nPYuoyoD-55fexnor54-6JHjmsrn3J09o-sYN9n6WzqTSm47cOefg,CHALLENGER I 1166 LP,,,,,,67,69,113,0.1044,1157,1054,41,20,20,86,[],1,False,,,,,,,,,,,,,500,2086,63
649,3966,353,138769992,vn2,Hanabi#0910,PIu1M-Okt9_14PpW-UzMi3o7Fo6aUMR1U0KBtVAhicHxkz3UifbDLDw5P75EcfURSJHeNDVenTdOCg,CHALLENGER I 1166 LP,,,,,,69,77,117,0.1341,861,1082,97,20,20,82,[],3,False,,,,,,,,,,,,,353,1454,54
650,3966,895,138262793,vn2,lGont#2910,gu4x0pTovSD0fT8QfgPvxEWPnXRjhq5p_XLnbUwqJp4pJ-3v1cRjUisjuywTnMZwZqvkDgfpQKdAXw,CHALLENGER I 1166 LP,,,,,,74,59,93,0.2139,862,807,85,20,20,79,[],3,True,,,,,,,,,,,,,895,3870,112
651,3966,526,212289817,na1,wigwugg#111,2kJuU4s1F_kkzKakj3Fpoixzo3nF78gMbzMUF--G4azkeEMTOH4LBxS187oB_jT6adf5WO5DlTJbBQ,CHALLENGER I 1166 LP,,,,,,63,87,117,0.2617,969,1199,-1,20,20,81,"[{""character_id"": ""TFT15_KSante"", ""count"": 9, ""avg"": 4.222222222222222}]",2,False,,,,,,,,,,,,,526,2127,94
652,3966,818,205662280,vn2,Bantumlum Junior#1009,o0X14V7lqVq7AI-44f0TOWB-PBkHkKvEI8rkQdHU2WaxnIjPu9DCnoRbIjFnv6lljkvD3sPmoZf2Sg,CHALLENGER I 1166 LP,,,,,,93,60,113,0.2063,1047,969,83,20,20,80,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.875}]",3,True,,,,,,,,,,,,,818,3552,127
653,3966,490,138016986,vn2,Nam Teu#teu87,U5XklbFY36xa1RSstEwnKm5QDl3Injv0lmqLa2AMMf0G0tjTyfUfnwY9aUc9I8awf15Xc59FEz588Q,CHALLENGER I 1166 LP,,,,,,86,71,78,0.1357,1037,927,-13,20,20,82,[],2,False,9,0,0,0,87,35,-25,1,1,6,"[{""character_id"": ""TFT15_Yasuo"", ""count"": 1, ""avg"": 6}, {""character_id"": ""TFT15_Braum"", ""count"": 1, ""avg"": 6}]",0,490,1987,91
654,3966,129,138176088,tw2,我的那兒#5487,1tuUu9zcv1z3NUcGI52PUpY2cw9K9bJxPT6T0wh5WU3yCJklQ0gfE8sPUbafQXMA7Too6ualfjF0cA,CHALLENGER I 1166 LP,,,,,,110,55,120,0.403,1164,1063,320,20,20,52,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 12, ""avg"": 2.7857142857142856}, {""character_id"": ""TFT15_Braum"", ""count"": 11, ""avg"": 2.5833333333333335}]",10,True,,,,,,,,,,,,,129,393,49
655,3965,331,140483281,vn2,MF xiaoyi#6868,pIyoqnlaFPJd0DxJ7fznpiupR2ikb08IjcFYKuS2bZxUmzf6FaoFAm8vLDRttWrzERO88IYZi53HSQ,CHALLENGER I 1165 LP,,,,,,90,63,98,0.2825,971,1251,18,20,20,82,[],3,False,11,6,13,0.25,160,173,37,2,2,6,"[{""character_id"": ""TFT15_Ryze"", ""count"": 1, ""avg"": 4}, {""character_id"": ""TFT15_JarvanIV"", ""count"": 1, ""avg"": 4}]",0,331,1346,50
656,3965,775,450391778,sg2,Fourz#ff4,36tiP_hpDgHmzolnkHFJ9YcniV7khtojj6bk6cfw2p9Sws94Hpq7RzUkyqk1tOFmzaVxv12WB6ZOHw,CHALLENGER I 1165 LP,,,,,,80,59,106,0.2654,812,848,92,20,20,75,"[{""character_id"": ""TFT15_KSante"", ""count"": 8, ""avg"": 3.3333333333333335}]",4,False,9,3,4,0,90,8,28,1,1,2,"[{""character_id"": ""TFT15_Ashe"", ""count"": 1, ""avg"": 2}, {""character_id"": ""TFT15_KSante"", ""count"": 1, ""avg"": 2}]",0,775,3072,161
657,3965,802,3404493,euw1,TNI SeRGiNYo10#2024,bnoZ-mCAPyghM_GWKpqUjgicCgqQXes1wURA9cR3YSVurK8IJLY7Vr_ANLUdXEEiNZGbVii_4wHPLQ,CHALLENGER I 1165 LP,,,,,,114,71,104,0.2406,1025,1261,330,20,20,60,"[{""character_id"": ""TFT15_Braum"", ""count"": 14, ""avg"": 2.4285714285714284}, {""character_id"": ""TFT15_LeeSin"", ""count"": 10, ""avg"": 2.272727272727273}]",8,True,,,,,,,,,,,,,802,3435,96
658,3965,480,477376237,kr,참 치#파다닥,tZb8YHTGGg5GRtSL5hzeJlRGJ2KmkRMFdh7qA5LjKkb5V2PMLOn8sHViglaazG-35tq4jHX3ZIDj9w,CHALLENGER I 1165 LP,,,,,,55,73,116,0.0997,959,1219,160,20,20,76,[],7,False,,,,,,,,,,,,,480,2022,81
659,3965,312,188307,kr,뽀또대장#4390,Md0slHLG6NdCePCOLkGCmpyU1H7vJRHUi21Lj7NnaS5h9sX9UBC11bf8eqz56YWbm27b7LtYYc3STQ,CHALLENGER I 1165 LP,02zDgjjwXI5KzhEjbrNvbXMlu8KD+Ifv,1762357486406,KR_7900128064,188307,leaderboard,94,60,117,0.1238,982,807,5,20,20,84,[],1,True,16,6,13,0.2054,254,62,-73,3,3,17,"[{""character_id"": ""TFT15_Poppy"", ""count"": 2, ""avg"": 5.666666666666667}]",0,311,1217,51
660,3964,443,4229780,oc1,DayumSayum#dayum,vL-_TYMZT5j_3e6U0PQVaYjGQj9lZzXgUBLsOvvdyvD6uOMhXL5u5VtBzKXMTCoeVeOJjaE9ZUfmYw,CHALLENGER I 1164 LP,,,,,,81,56,92,0.1845,1091,1037,-20,20,20,79,[],3,False,32,14,24,0.1676,455,349,24,7,7,27,[],1,443,1690,81
661,3964,720,60858186,la2,YE4H#YEAH,K28_0grdF_xrhQoyFqkhrnaLMsJlAY5ctcCc8OWrv9tfisXSocLT6UZbIKntnEMm8wDJr2J-Zl0UXA,CHALLENGER I 1164 LP,,,,,,62,90,135,0.2519,822,1081,411,20,20,48,[],6,False,,,,,,,,,,,,,720,3067,79
662,3964,454,450594175,sg2,りぜにゃん#Rize,18pxTAIogjkZlLD6u--UHJcTeIalyTmL2RxlvPAtATN1OOjqCotNdbff11Ucay39UbJePv7JAon29w,CHALLENGER I 1164 LP,,,,,,82,52,85,0.2921,671,796,-158,20,20,82,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 11, ""avg"": 4.416666666666667}, {""character_id"": ""TFT15_Sett"", ""count"": 10, ""avg"": 4.454545454545454}]",2,False,13,14,25,0.2639,130,279,-73,5,5,23,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 4, ""avg"": 5.25}, {""character_id"": ""TFT15_Leona"", ""count"": 2, ""avg"": 2.5}]",0,454,1801,73
663,3964,750,139625219,vn2,MasterX Tới Chơi#4347,XVhVC6uDMu4P7iHlwaVYv145_u4_hOIljDwX_9pNI_2c9eu2BUH6UYMJTrfNu4K7EAZYB8y90-lQrQ,CHALLENGER I 1164 LP,,,,,,112,54,83,0.7352,789,844,-118,20,20,91,"[{""character_id"": ""TFT15_Ryze"", ""count"": 17, ""avg"": 4.235294117647059}, {""character_id"": ""TFT15_Volibear"", ""count"": 17, ""avg"": 4.529411764705882}]",1,True,12,6,7,1,39,117,-12,2,2,9,"[{""character_id"": ""TFT15_Yasuo"", ""count"": 2, ""avg"": 4.5}, {""character_id"": ""TFT15_Ryze"", ""count"": 2, ""avg"": 4.5}]",0,750,3204,102
664,3964,900,140087257,vn2,Silent Symphony#2001,Rnz16BGSCEcEpOorKl-xfO-mimYgOgo7FqxbUf3DlvXoZJhgykvevYva8ZYCEOZt4cbGbHxvN3Wk2w,CHALLENGER I 1164 LP,,,,,,79,66,111,0.1442,945,877,192,20,20,75,[],3,False,,,,,,,,,,,,,900,3918,129
665,3963,386,147739867,vn2,Sb Ben gà ác#1710,3qw8zJ1lyHLWVYCoBJhC18hrWevPdkGjfXhGpchdX3YE8JFfJmwjGdZ0xot6R9IzQRrGMKchpRM15A,CHALLENGER I 1163 LP,,,,,,78,61,113,0.1235,853,1010,95,20,20,79,[],2,False,14,10,21,0.331,249,304,-7,4,4,18,"[{""character_id"": ""TFT15_Ashe"", ""count"": 2, ""avg"": 4.5}, {""character_id"": ""TFT15_Zyra"", ""count"": 2, ""avg"": 4.5}]",1,386,1616,53
666,3963,701,139765444,tw2,小青蛙與呱#tw2,bCoqtLJZdwNi5S0O4QqZIPGqGZoQyAu2egnBTxiYrgs8fyAWOdht7HuEXdibH9RK4jY23t_uhB2N4Q,CHALLENGER I 1163 LP,,,,,,53,72,117,0.2829,905,1132,180,20,20,68,"[{""character_id"": ""TFT15_Swain"", ""count"": 10, ""avg"": 3.090909090909091}, {""character_id"": ""TFT15_Leona"", ""count"": 9, ""avg"": 2.6363636363636362}]",4,False,,,,,,,,,,,,,701,2815,104
667,3963,366,139556808,vn2,Pink Poro#666,2_utsAheQQ094o8xxLYLJFWI8FDsqd9jsMEjESJug4JgN1KLKmiSflZQAPBbZU4fzbCTBE0n3FLxBQ,CHALLENGER I 1163 LP,,,,,,73,71,109,0.2494,1017,1015,27,20,20,87,[],2,False,,,,,,,,,,,,,366,1509,57
668,3963,665,2986012,kr,Souly#KR2,Fvqzrl_wIFuC0Zt4VCrgy_ySIEE4TzNJ7w8xHeulK_XpmuuoU3oaHtgkinYkE3pKQQ6sD-9g_RamnQ,CHALLENGER I 1163 LP,,,,,,91,73,115,0.2433,1180,885,0,20,20,84,"[{""character_id"": ""TFT15_Braum"", ""count"": 10, ""avg"": 3.5833333333333335}]",4,True,12,13,22,0.05,174,198,10,3,3,12,"[{""character_id"": ""TFT15_Braum"", ""count"": 2, ""avg"": 2.5}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 2, ""avg"": 4}]",1,665,2590,116
669,3962,454,3979988,euw1,Princess Lele#ART,0VbD1UtrUGfajGwYqZB7ya7_smbsVmjfmcetJm4zMd_4h2IjExejHCz9HAW9EGRve4aTQ6QOPevR7g,CHALLENGER I 1162 LP,,,,,,69,80,82,0.351,847,945,-157,20,20,89,"[{""character_id"": ""TFT15_Seraphine"", ""count"": 8, ""avg"": 3.1818181818181817}]",2,False,,,,,,,,,,,,,454,1854,67
670,3962,590,790081,kr,주내현#KR1,KlLFZTPFa9d5qWA2CgSfwVUzUN_gosIu6LmuSWPSEVWv9B-i0sU68QvQRNCG61LoCvLgdiPjMjOUEQ,CHALLENGER I 1162 LP,,,,,,102,46,112,0.2651,956,909,127,20,20,79,"[{""character_id"": ""TFT15_JarvanIV"", ""count"": 8, ""avg"": 3.8181818181818183}, {""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 3}]",6,True,,,,,,,,,,,,,590,2509,99
671,3962,276,238545981,kr,SegT#KR1,fX1jHsksnr0wEVrzH-fp_idOB1sp_Q47ii8aqm5phe9JjbA5QfgcDuiM-rVboTfVuyVhRxUoYqcvIw,CHALLENGER I 1162 LP,,,,,,56,79,114,0.1728,1128,852,131,20,20,76,[],5,True,18,6,26,0.4,314,152,-49,4,4,20,"[{""character_id"": ""TFT15_Kobuko"", ""count"": 2, ""avg"": 4.333333333333333}, {""character_id"": ""TFT15_Darius"", ""count"": 2, ""avg"": 3}]",0,276,1067,55
672,3962,477,138071663,vn2,龙氏凤#1111,WoKDrDDIqLjUNvVZLJX6TuzPSvuqkS-L2q3-S2a4OwPY7vun9wzn-1KoYklfIBGzynRMrFxFfwioAA,CHALLENGER I 1162 LP,ofvt/flUCT/mB8WsncmE6+z98ZFlhyFJ,1762356945658,VN2_1117554877,138071663,leaderboard,90,66,94,0.2477,1022,947,112,20,20,75,"[{""character_id"": ""TFT15_Braum"", ""count"": 11, ""avg"": 3.142857142857143}, {""character_id"": ""TFT15_TwistedFate"", ""count"": 9, ""avg"": 3.5555555555555554}]",6,False,6,9,9,0.125,75,103,-11,2,2,9,"[{""character_id"": ""TFT15_Shen"", ""count"": 1, ""avg"": 1}, {""character_id"": ""TFT15_Braum"", ""count"": 1, ""avg"": 1}]",1,477,1957,89
673,3961,380,210151209,vn2,11251024#9999,6Lebt6KdPde1KPxC1h-ak6sIflFO9Dvd1He77BM-yhu_X5F7XE_CinhsO4lhKQe8sl-x9PUMU78kQA,CHALLENGER I 1161 LP,,,,,,73,65,88,0.2697,1068,919,8,20,20,81,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 9, ""avg"": 3.3333333333333335}]",5,False,10,18,17,0.0833,196,260,-62,4,4,20,"[{""character_id"": ""TFT15_Sett"", ""count"": 2, ""avg"": 4}, {""character_id"": ""TFT15_LeeSin"", ""count"": 2, ""avg"": 4}]",1,380,1551,71
674,3961,694,313220108,jp1,tatty#2213,UBE5-lpaypZTkilDWsbObVEhK9qSC7wVXBZhKOGZgyjDWMYpKF_t6ctK-kh4EWjaKSO6oJE73LiYyA,CHALLENGER I 1161 LP,,,,,,52,80,98,0.2541,821,976,-190,20,20,89,[],4,True,10,18,23,0.2313,193,189,-54,5,5,23,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 2, ""avg"": 3.5}, {""character_id"": ""TFT15_Rammus"", ""count"": 2, ""avg"": 3}]",1,694,2844,110
675,3961,650,139560973,vn2,Linhbodoi#6336,S8cv8LOOUOMwi1E-3-zU2J2C3tpsZ9roifNC79rSKiiYSAokc_PqY0ppP-wFPBtljNgPg-CwoA8mwQ,CHALLENGER I 1161 LP,,,,,,70,69,112,0.2167,1036,1054,105,20,20,79,[],6,True,,,,,,,,,,,,,650,2798,109
676,3961,492,1024477,kr,Florence#1536,9Ibo-CqQx8fVqVVUw7r7jtVWn-fKkJoQHV6JllSIEj9karKgmIvm7kqKNTMIoJX62HG0BLYY8-0rZA,CHALLENGER I 1161 LP,,,,,,47,105,113,0.2924,1135,1184,-129,20,20,91,[],4,False,,,,,,,,,,,,,492,2046,71
677,3960,868,142953008,vn2,loi ben toy#1998,YZCWXRc0Q9J7RmPRrVjKXPnf90NEwLO8PObMsN4ICuZLS0jdNhPmA-ATn8Tzf9xfUqxKTDNQle_a-w,CHALLENGER I 1160 LP,,,,,,46,73,108,0.3149,1164,1052,9,20,20,87,"[{""character_id"": ""TFT15_TwistedFate"", ""count"": 8, ""avg"": 3.625}]",3,False,6,8,13,0.2,94,159,-18,2,2,10,"[{""character_id"": ""TFT15_Jinx"", ""count"": 1, ""avg"": 6}, {""character_id"": ""TFT15_KSante"", ""count"": 1, ""avg"": 5}]",0,868,3681,129
678,3960,505,3111942,kr,시간쫌만돌려줘봐#KR1,c8P0uR_IxQFIaRvJczz-7UpHjynSbBVyQ88C7yPE0cA3wG57KEBSuyRnh-w4wal0m0gMagvIcSgUhw,CHALLENGER I 1160 LP,,,,,,77,71,94,0.1839,879,1348,-83,20,20,90,[],3,False,9,11,17,0.05,83,124,-14,3,3,13,[],1,505,2136,82
679,3960,1013,261054,kr,FluffyUnicornz#KR1,S-HSUgjSvesg7p1IfSAX5oE8AHy2b7m6FYzTUyRcBzj-sWkF3ACHtetRegf1cKuK6YDyhSQll6UnHQ,CHALLENGER I 1160 LP,,,,,,52,78,106,0.2894,1154,1320,370,20,20,63,[],7,False,,,,,,,,,,,,,1013,4416,181
680,3959,487,206544510,kr,밀짚모자 김현섭#KR1,JKDKPCjbPxDx9hTkpFKPzLhkvGq-IdyAk6PENVXFyPd6iO4zy-QIWB04srMQSHUMF1uGP59_UxT5Ig,CHALLENGER I 1159 LP,,,,,,93,56,121,0.2646,901,1270,298,20,20,69,"[{""character_id"": ""TFT15_LeeSin"", ""count"": 8, ""avg"": 2.8333333333333335}]",6,False,,,,,,,,,,,,,487,2054,100
